tier,leagueId,queue,name,date,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,uvj5fxGBjJUSbCjKCszuQ4Uke4k1_vOF8sRSFx-7BnjyZ7ssgcuT6UfLfw,Miky2,541,I,176,147,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,T8rUfLbZleTdPx4mKdNWybPk1uibtetXY-x2ME5nz4849CIXClEeDhqjmg,llIlIllIIlIlI,559,I,186,147,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,5CKbBk8ApCM9xsFhTrJ6Q_I2pJ3uIbzvdj0cDR6xZtj_3dM,JessePinkman1,533,I,228,204,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,skTbiri8POHVlld4fyslBLZdpJs_u-AwZbQImqRX8GT2ym8,WHY PP HARD 808,530,I,292,267,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,pxzb_EPoycZUwUg3pq8zNFA5X0q2jWMwBCHTe90ohzArX64,Hakai1,784,I,265,236,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0mTcMM-kheGR7oze_8S2tdT_RsYnyUiYrLExIuTy9CdzB8tSER8qSKpfrQ,Eventual vîctory,884,I,76,34,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,GnSXSwmKFZw-oggGUiq8HqEll3OrtVIa2y4PIjxJeW8tAi4,Longman,568,I,225,206,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ltrY-WXF77rcUAtgoF4hPNgWU9j39YZn6WeCIfofI781bus,Best Turtle OCE,561,I,141,120,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,J_-zst6VR475tR6qiYSoQ784vJ1tk5cs7FpucQ3hw-jl5-k,Sasiki,663,I,156,130,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,yVmDY59dfHD4P2g86u4nG1U9drWIobKMyECB5A1epWKsHkyEGzed-r1nbA,Shezhomasy,610,I,264,241,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,KHGhyPp1SdguXewSPthJAPOWwEXhyIAb-nqipZpN1ut5JYo,Wandered,577,I,74,57,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Jvuy6mvvUD87B9DQBVMBBwI80H1e26RsbGLY5tPmHUu56oiU,WX biezhuawobaba,855,I,84,62,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,gJaK5Bys1MRqwjrLxL8QTRiFjeSNSyLMmZ6zWHfx2WdEgRc,Crimsonating,582,I,180,166,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,GtkCUKfSLlFbdy9jeQm2xF9k8UfgHkIPh6bIEZeSjPqxdwc,Castle,538,I,158,145,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,EgFgfVuF1JNMOXatSfivWejPFLxWKDAIk5zQeCvMveNjYXs,DinosaurChainsaw,609,I,176,153,True,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,_lklJfuwMDXeZiuvQYC6-zKbD7zHP1y_LiA0xgvm6e1-xd5Y,Bengal,637,I,137,123,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,LQ3KZa-Luo2OTqF29OWCQE3C7Qctk7vMS6HtEBWxShwBjZM,yandere breeder,533,I,98,56,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,L7AdNsniUpN6INCM0RXP_MPU_-lKah0iOZFV1TCG0oF_j0k,Léo,560,I,351,323,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Qy3blOU7Ihu3BlIy2nmb4cvFwKtfk5tUt2O1Bpfkzq4U5c33,Kleave,533,I,469,449,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,LsnrxwNgdqmKGXMVmq_vyIEiIIIgyJzAOYbuY00VbGhEczjqW69kNbyR2Q,JerelOtter,838,I,65,26,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,27AVL5jnGdnZuEZeHPwjBXPATE3mmlcTFXBbWt7Aez-K4jQ,BE ShowMaker,557,I,273,259,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,3wwvwyfpY65yKMpLV4_0P4VswRHRlFCKmyAw9450Wvbn7K4,Bassel,529,I,218,185,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Y_gErFkYrdaWeuENqsAsPKkPyuM_UmH202XJJi0eDNdQwLrX,Petricite,869,I,166,127,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,pUB4s61kVmk26NRLS9rkAMsVJXsJ8V7U3FzsbUsOlRwvIqY,monkey30000,534,I,211,191,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bDGz71VJQenqsqz77VWr9nhk5FXRxhXWFL_DYQu-1skDzG4,Irk Luigi,605,I,183,163,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,tSkTkS50LibUk0i8K28vphWE7tu7ZRW1IpxP_1lxj4BRY8U,HDAMFN,618,I,287,256,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,a7yWd-pzKVzRxbrMX4MipPxJvUD2IydixRn4IvDLpAuXQkE,Debounair,746,I,133,105,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,m6co9gPu0pLwBYJ_oDAhdKnrmh2CYPgCGYA3dHSgJ7Gcd9w,Senna AD,550,I,185,162,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,nXuu9aWNtQ3nmaBWgyODWDLXAawe5d1UEg6HJ8zmRFuCLGE,ﬁreball,747,I,123,96,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,PsGlM758Eutu1GMZqWSsLttdZ6j5T_0bN0zdjU-LT7S9RrMg5_iQvW2oVg,Byako,590,I,139,129,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,jd7t7kqBwv5qDtAXLvzHSb8XJJtE7Kp8cTgovoKV_mGpajjyIcM2MSKw6A,Lossom,526,I,166,149,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,gpvQ1jTJT0s6k8eqIsZRrUCrVPgA-vj29H8HaVsMCzqnEwx3,eres lindo,584,I,361,368,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BoTVFZC4THZLQ45wUPf3iovUmaFFJsnv6EGC_R1tDSIOM6aG,Łandlord,577,I,77,57,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,5NqRIHamlYt3bBsMBNlPzVnKhypnez2Qqb9y3W5iB8CWm1WUTHM7Do39bQ,Ninjaclasher,528,I,104,67,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,P_m_kzMtLmNCt1GutiJU_AnKrXB6-qhnOluyDW6h-lbDQVw,Hatsune Neeko,528,I,183,165,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,pGU7IIJeaj1_Ab4UccAElfYq2HIT2TsNhIwOhnP6sfwKijOV,From Yodie Land,530,I,109,84,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,HKJX6kiZPuk0SibIVnQLNsbR2GTKk8J2nUMbfzysA7olpLmR0NTaSlI4UA,lilsoftiev,644,I,106,77,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-A0_meawKUBuWR_Qy5heplgI5uXGaCjhUvG3Brt6XAtKAeH6g77t9VRLaQ,plz look me,631,I,290,242,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,IlsmvpyRnv6WnPrBrUyTV_t-QWzgnIU4Pklbm5w8t3qRBKo,Synotic,521,I,217,206,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,GcwTFE_TzVtsVm6qGHGy1ytTYza_d2UVgIu6ggS4FiKB9o8,Breezyyy3,756,I,145,101,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,5aZ-f99ukKDund899gfcFI616C6PrfU1h_OmNrWRaYKBE1-g,TMBLADE THE BALD,790,I,196,144,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bu_mo-ANsZz80WO6Npjjpg5PwF2r-1xuAe1xJ-T22GFbi9QcCE1sJuLv5g,WVWWWWWWWWWWWVWW,549,I,252,215,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,6eseg1n-R2VX8mSx80_7thYmckdOUdavw66367hSbYdePS8,BanguMandoo,572,I,119,92,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,kkj5KjYOP863tEgMLa9Ne0y_X4eIBG6o2225uXuNuNB0rFU,Trickyyy,589,I,455,438,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BgS_AwHWuEpIqqzSG8k-B9CCFGfIGUnFffW9CleFPEPVM3M,Scibbles,531,I,181,164,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,d0GcdczcPVxCpQ3KQDLvEfeYecZJGhiCYTEZme-Lz8EOjRd2,LL TRIGGER,571,I,135,109,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,kKyjEQWjMxPRsXHDOeEHuBH98j7NgceIIOalw88rLJycGvI,drop ur ëgo,699,I,337,315,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BNUVGwF8GjiNEgiVD1elaB59kg7Ov0PkiILTZ1ncmbyg1N8,Aizo,735,I,256,227,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,YrPPO3q5qJ9ML72UUxDD1pWOH8n0QpFX174MPLPliR2wH9w,bryan3838,717,I,124,100,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Uz76Tnhl3NThlxMXzr-5wET3UkLHqeSm-IgRseQFQeCKxC4,yns,759,I,174,157,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,AvHw1ZU7DEGhGNJK6KcjuEq2IwYT_5aZLfkbLXGdUCcCbQM,Losing Focus,742,I,427,393,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,N9K84SeoU6sS2DdK1HYWvZd6FwcxgnK0EmQE6FwoQ5HGBnI,Yunah,577,I,172,154,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,yupQcY_EhSRaZAXtplBLJMiXlpJLn0Vw9NH5MYTQdd1aI4k,ben1,776,I,320,279,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,guneidt7KEBnjMMa-sD-W9HA1RTCkhr_7Yk4Gv2QOgV_0ns,WorldConquer,786,I,316,271,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,8Gt8ACaM6Dnn_6jPceqr85ICqZlWSMzlBOOllac0k22Tt_8,abigbroomstick,675,I,167,143,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,MTGHSXjrAXcG0AtAC_F70avmNjmxARKSiBJoYob9D4LcfKA,dnlasncdnciodn,597,I,139,110,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,eIBdwqJ7-0cYLsuZNk78XL3uSTRJZGZNpboJVJ3pNBVOcFw,Night Rose Vayne,707,I,75,54,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,fchXl-t5bflVLmOXwVjfC2SBWR8Kw0haSvHdG6FePJ_c7J0,EtooHai,680,I,183,154,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,EAgezoL0QG7AiEef7DfElkFCqtvfn3illvR8ycdtv0oRC2hh,PrinceCharming69,570,I,44,22,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,dGH6mXSyKF6Pnn5jedjDXW7n2D92I6zTu5rCeIohrRemBp0,Hungry Vajanna,659,I,65,41,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,NQ-pMsglLQby3D31aFD0aWE6cmIhfL5KDvSteZEUMgmORxM,Yubs,614,I,143,122,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0_mAl7TBQaUNPh4_PeNbx9MHuXNLh5BOAiMe6Xvt6f006LM,UNCLE JAMAL SUP,610,I,248,213,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,K0l6SLk5DJB_VTzetvzKHLgo8iRyjjzyFSQ-ZXPCFBQZsEyP,Tåylor Swift,580,I,50,28,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,EUhVJ8zhRE3Hk7I_QKznMmYxXyqVIOk0R8t__q9D1to7_dZ6VGdmN_4E3g,pingpongchezcake,726,I,144,89,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,9_n_9EHQzcV25hi7RiwgdM5mgAeC2fyEQNB3Gv5BO5Tmbu0,DDOSS,699,I,320,297,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,WlkFRh7lUdBHidDARR2bNY9Mh5rlkpWCOAR1tbBHtalv-eY,Doppıo,722,I,135,103,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,7OjeROMsKWB5EEsRx-_bs2BWozqVjB4Y3-hz1QLIsReACq0,Convere,588,I,178,161,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Gw087Tbb5Z8plCyeRvCXjWdYAEFMk5_9tc4kKX6JNPiTT-w,Haxorr,578,I,165,143,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Qahm4rWDA0Ez8lQoBFMMfBjvbu9KZoIvK_sY78SS8xLXx5A,rank2mandingo,552,I,121,104,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,8c69iIHNOlxyyR-DYeZ3uO4zrS-Spv9hnvZDARvncRmf74XMwGqHtgPryA,Wariress,750,I,83,57,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,1WsSCYmz2UVG7KTo7aXJPdNxoSM6H1obKlYNzUfQal3XUO-y0WfzwegrAA,bklover43,761,I,90,56,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,KKE6bBvZ48wr8mJs-iRCDSs1KXwCyoVCoUPgYdA9hH8_O8A,Protos,616,I,263,249,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,E3lsq3aIZZYSuYLNTEvbYw1JC1MESvIzlLinKSUVunijRxg,Deep,567,I,246,187,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,lp6hc_T6EYVg4pcOi_1QpiHBKFDsvZjuFqs_KtLk9LxoKKY,Dìesel,729,I,364,334,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,2h0ZtEFIqmvyi_fsKeO2SetplDF4CUhT3DdOkspINy6dCJ8,My Jacob Nguyen,561,I,95,51,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,klZMC0Oy8Wk19HQOiqLGpQnL3bw4Dxp-5CuKxOJP3UwWNuM,EvanBurrito,529,I,81,46,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,D_eXa7O9WZOHar-OTkQQfqwXjjlbbBKWw2vhCCsuzP9prds,Reina baby,626,I,209,181,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,hajD8oS4wGVbZPAKEQPk6PL7w5Pfwq0sKZsR986-smxm-jq3,Ninkey,733,I,126,100,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ntr8ua7rFkw4p9huUnZiPqfCIa4h-w7CsI7yybuW1UtTLZo,HecFIddleToChall,530,I,245,233,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,sjUzpirhmXcJIjWikt6WEQL9sdSqUdttJeX068qmTCKyjhg,qi ren jing,678,I,62,45,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,_LKatLdc82Y7zSx3t_BxZSA1ng5eMjiATo0YNp0OAHyKdm7FFyucKOfvxQ,MooGeese,687,I,126,103,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-2Aj1d5expYuYyDxbzF8PejgregZeNYo36pgR6eKu6Qx7zE,Victør,826,I,188,169,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,eCKtW8IiKROKAqTBEpHHbbvfXCdI2QsyZorAvcrvpjKLPw7t,Mechie,537,I,312,278,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,2sijoOlf9zUdrHR6qh6X_TtQKyOV0KodtTXetzosBxj1Clg,LL Stylish,661,I,235,205,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bNHMyDfyYPz-J82UZE9Znod830hE8E9qwN0zDBdYu2Si93g,Zepshun,569,I,247,227,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-D7ltawcAUhbu96ffde2suwP0Q6U5o0O702VUT65H8n9oELEoRhqIhX8CA,WX xiaohao,529,I,65,21,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bHXM_GgurqEdGe0ueoPl3jfCs0363e35v0vkNyMqi0FNMmZV,cass,587,I,367,349,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,hF-hlfYycPpdTmyCy00_v981MyB4p9w9dk3eRdQPCaG5sJc,ttv Doglightning,670,I,214,188,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bej2aBhbXUV1_HSg7gXJjsualBSTSEjPFEq2Wjq2pqM7GVo,trickyyy mai dot,620,I,208,170,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,AgCKqBftwuhUgd6euIlkmKay_utf0sLPl9bEEQBmbnkUO14,AlphaWolffy,663,I,300,267,True,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-zFgPuKddeFVJgH9UiGrCMPQMiojnrekixULEe6CVL-pkh0,Kawaii Aruruu,764,I,145,122,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,vcrXendCaHXWtdVkaz-_I88EugfzVVPUh4f_yyezYW_3SiGa_JyaODE3tQ,I AM SAMA,592,I,247,225,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,sXWNYMLv2W0bYW4uj1lmY9MNf608dreMg9N10eF_3XSZCUY,NUNU WINTRADE,816,I,310,246,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,igjLXGFVFS2Ch__fa375_w9cKX4kLC9OdFJ9cyRQYte_Jj7W,Dark Paradise,599,I,62,39,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,2QbTlmIvsTKP0xFsxFM8UfE7kjga7WGokBJij1lechoBYDGL,array4,714,I,151,130,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,HMHPh3dfLNi-Kmd18Sh-NisTQ_cMkWT9ed-GAaJja3TebEs,gym dolphin,673,I,69,44,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,HWddxsDeDzh0wgsE_O-jwqinQDT7JswYGJ_wlRA-RzI6,WildTurtle,555,I,85,66,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,4kg2jaG7vRSDTbL0Duefv6c2RfKXCsKhpoG6K6fNav8zVU1PbVq2FXZb5A,ignore me,698,I,120,79,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-d1ozYRHe0n7jwjz0Vva2kIndSaSDbDPPPmLnLa0D_Y2kTs,young7,698,I,118,96,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,PQMFCgGGkOceqBp7eUw7CZJfszi1TZ5rYu9vcLDsYD_zKMs,Darksune,594,I,158,138,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,yU94Odyx6tTozKCzll6C2IwU8b1BqIe_SRctkIOcOTZdjXqQM-G-0Nx2KQ,MrIemon,780,I,321,276,False,False,False,False
