tier,leagueId,queue,name,date,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,KNUZej_ZNLEKZV9DW7wW_221ZIkIz0caaHaC4Tv-dTbJgCo,dymon,586,I,107,98,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Ouh08doTd3AzinYtnnYZsMgXjJCroTEsrD9b8EvlfD7_kAs,RED NINJA TURTL3,548,I,193,168,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,P82OC7L3XydyeIT_8hwGKxMDMwVofzcJI2mEZ9s3cZKrdFI,eepy idiot,575,I,493,493,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,HL61FEwVW6DRBULrg_9s4_KpnJB0gO4QGqiGkES2Ww20nyk,Wocaoo,535,I,183,158,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,xyyihgwP2kr4Q6p8SYWDaYepfRtgrhzgEtvQq7n3nL04eN4,TheePaint,575,I,284,248,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,tV175V6NT6eyuDls2denOvsFx4cnvztHKa1GrNo4qRWVCbI,leesin4,538,I,186,154,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,fDzCTkhflj1vV4vxJ7qGUc6vHVT3UVz1JjpvWkdhpLVwbYs,Kriffi,585,I,106,80,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,k6E6YY09zIUeCRZKDwIAnTYhEpbtxf4kfEejRtWnp2Ou15U,Zerelix,533,I,161,141,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,9S-xiHzCYf6jEUSp-My-5YMgL9mLmStSvnvsx-RKFm8EbBHU,emPs,534,I,170,153,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,lMN5ecFXphYrWH-7r-LaI8u5HeHmkD9KgshQvg-CJjJ6RLyz,send rope,669,I,391,372,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,DC9yEhhQ2uRaVrSeCDOJq6TxZtlHLV1-JFxEveeu1TrSIBqiwtj4hyw4xA,cant run away,649,I,205,160,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Pri3dJWbSGqPHzebWkkOVrrhaeQYx250FHSALrH-hI2qChA,Frosted E,528,I,260,245,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,W5dptjaVN6WnMSP17xM6Dr0CnUWTPhb8gVy-HfuZwhZWy7b4,Bellydrum,590,I,227,216,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,u9vB2KcRfGdwvUmhI4a-VUiWTf4WpPn-XMRw1613ecOAJ14,Urason,528,I,221,203,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,GXyPRQFL3KnOIzDqzedkZGqJYsU3dPdnjieeE093-rBIoX_bvC0td2N8Rw,Chompi,535,I,124,104,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,XFeXtOI5o8-tVCGfLvWAdS2letMlCM5EXf0TfjMDUoDNQh8,Hyattie,625,I,117,97,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,jbacSzwMzKVinxrDJmqr0OYKYi6SwxhRu_-176SLq8HRoUg,johnnguyeo,785,I,208,164,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Ek2WRdTy4gSundXuvkb_OqeHaQnNcOCnfatwEbX9Vb4iljmm-nP6NuTNtg,IlIlIllllIIlI,530,I,106,62,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,t8ypPxe8db1z4UfBHe9JqcsZUD9-VVslZlAxmFhaZcIuEuw,DefNotRoger,597,I,148,127,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,jkfEnLlSEV2bnwMY8tHfKNlA90kCQPagpnNcxEZYN_mcrjo,Kenny4eva,549,I,174,145,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,8gk9czcHiq0lUtAHM00P0LF-e4h2O5j02bv_19ZzRlB4UMQ,Kross,645,I,197,165,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,AwffSOdBkyDpmi0HMVnkzTtiSa_whTlCB9fSNtVpH9K3UrQ,Jamaican Top,757,I,229,188,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,X9om1m1cpj3lxSzE6jk-O2Uq8CEFCTuFzcz1kAmaBfotbvA,NODREAM,627,I,242,210,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,-QQ7Gou-weZKmRyTrVYCrSdZY7Et4iRofjLf3XaZLhG6su0,Khatab,532,I,131,104,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,zaUMTDXH7bNvIbVibJxlB5RGDfjiyq0SdNlm0YIaeimy6c4,wild psyduck,639,I,150,124,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,9pN8fPDM0b86K8fuIONfIPJ1N7qpcmC5g82szSy9PQQVlFE,ALEX HO,574,I,249,225,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,z3NFefXB5zlxjNo1j8IUJqZFf08krWpJSgc969u_cKaIoH0,SsjGod,607,I,90,61,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,9Fbvvh-WoUwEohxbQAJjOzgLe_K9__t4rFLKa6lLJa5OEbE,Sillysiddy,509,I,301,279,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,DV-aowqB6GV4Llu9DkSuO_kliXOgNl8FrovSslXqL3uRg9U,IkurayasobI,822,I,78,50,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0oN_2AbyM4AZ-VnNXYGlWedM3FG_wXoMrWvfoHsAKnW-LFk,Matty,812,I,124,98,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,PP6VeUXv5XUNbmNh1nBsDq_Xk67RRNafAnoyE2HXqRxRg5XvgKApo6GqpQ,IJY,838,I,237,201,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,xDAtfUyTn2B8ajizdrLQQgJFLPKK9Kh3VO91Ci0sCADy844J,OSU BluE,667,I,258,229,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Fpds-FINpeG0NCcnAp6Ae8Yej7z9-UmTmaXK5pNjgJXyNX4,FARTSNIFFER123,675,I,147,114,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BTCSRVV_WYySiyCIKTWuttDn6u1186WlMZ5Kmy1QYbs8Rbo,dfgtredfg4,812,I,109,82,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,6h8XvmFlEtmAcLxCYAZtaO6BtgGjYi1ycBLI6Fuqu43n7LI,fap twice a day,540,I,141,107,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ICXUN9ZrcKzW-hmyYHWpAtJoc4FVKXZ6BxDxSFs-u0_hcTs,jiu wo,765,I,105,70,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,oKRKTFA4rsE0q_YsZuMBSSDx6nwed6iA92t5-sPHTv0w8hpY,spizi vuitton,842,I,368,330,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,pNtPalEFwjhTlQEfLc3BcgnZwZcS0NDCdGNMnCohA8WAkvA,Kongzhi,533,I,248,194,True,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,W_Idq7B7avRO3AIPKeio4UXSwoyKYswI3EddNMwO-2nrjXw,DragonMoonCake,529,I,66,37,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,IrsZRvBMz0ko6mI5ITgcOgUSVy1TYZ8lyRlqwIOV7ybGatWa,zhouziweirui,833,I,151,119,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,jMUzAVSatunMZ02CbKv8C2ubC4zccY6Nh1J6fMLTHsZ7oRE,Conchipmunk,565,I,531,507,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,mNlFOzZ8khlvkdTDQTis2oBsdPgaI83iACv9IHVakXk6ag0,Mercurial,595,I,271,249,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,wQhzRMo6OgqLrX_gMB_ZGEqzbgnzabUV5guKxpMUw07VUA8,Karami,589,I,170,144,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,djF8vZ4Ug7Q6K9G3zAR3TmO9y2sP5k02u283IrF-jsG4L_g,Rizq,527,I,677,627,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Nx3wIQIt3oxqy8Je3IA3eHLsc2WO3VCzXVQBTr-u6rNREb1O,luvbaka,750,I,358,322,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,T4qYomsrIkww24UkytSNo_SH7PDQWtzAW5bVm0WWGAXNSm2h,DaMimZ,672,I,447,424,True,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,opgZ6TanMdz5hMyCh6r0n_zBY_HMuRLrTgBPc1Zb4ggsytjS,MXT,817,I,138,107,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,N3IBtPXPmS50nWMxQyVr9knErNhYRQeLwQOr9yVP-VUoZ2k,LikeAMaws,848,I,96,66,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Xi8EaE7GKfotK_SsBPv3eCFniBj-lE4YL9Qu0F8VAac9qmI,erii waifu,603,I,90,62,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,mp5pRNOonAOXBhbFKApP0F95kbOhI5B5BhMxG9tfJlTsSI5-,canofb3ans,578,I,104,77,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ALLcHelaR-P9F0tNVJ3DPQynedCbujId7ChefDsFyT-B1gI,Miraicle,628,I,279,261,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BD1vp9mB753C0pk7X1lGAqyZFkxOrdTWQA5ehiXd5l2FLu4,tenchiken,535,I,106,82,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0thUQVipOX_w15qzKhW0XgIZVJK22hsd1wtY6HZzchjf4P4,Linh The Legend,613,I,104,85,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,5761NQWqMyvXySeJMnm8BkEzfzizKUtV5IsstFLDr0ImU9Y,QiàoQiào,624,I,159,129,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0y1MRCYHXbOWV3a1dgUgGfAiEjlATV_zzSt3eB49IGjWI8k,Voxtrik,749,I,162,135,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,lYh3rH390vygxfxWpw8ikh0vku-aiRk5qJcHNPQmG72kBdkd0BUGGyIG6w,bpd,526,I,213,190,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,flx_j_pX40fcH_yrUEyznp7VTUHZkwvU1WZQljHi4bbucZg,Windoges,656,I,176,149,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,c-pFs36ya9IMVqW1vyuhbq0AaPTmmrhcWcRZZVjdoyfHHfg,Winking,761,I,165,138,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,JiuAkBXW-oUAPewYFUEb_ZXvIaZxA3dKjCw3b-a5ULFuuHlNdRrwfz1XtA,Aukali,700,I,223,201,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,7xvhbsxIKV8RZgJ0XY0CkrdA2mmavQsfPHwgBfNG-_xIXsE,tdyipce,812,I,312,284,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,lhbLXd5sWtS1xiIilU49Dq2PW7yebwPIW-X2e203KA77EMk,Knytehaunter,588,I,137,97,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,oGXsrJ_Kfr43qplCJecGc7tUDzdkDvXeV5cynQCNpFZfOkyRwMu3kvKqIA,The Kid InFlame,821,I,109,73,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,dFl82ZLSOVmRbPFl_k-mpbpy6xcHCSlUP6DG3AxstsQMaHiNWyzHiqB1CA,I am your  O2,809,I,98,53,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ItriZr__4Ga3yw4bvm72xsKc63PyPw82IezWDCN_K1jgMH-nfcIX2SeM8A,Dal Byul,652,I,346,316,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,nCmEFQlddKCJAkKzoxRusFGNV3KZVd248VdKV61L3q9h0uk,remilia fan,608,I,90,66,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Ua8pqNMNtmZM8x5e1eB_Xzb7HZoyI5ZnhGnqgbw8kJ8J1yFBnsmDQZj2Pw,cnjz,598,I,334,288,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,DLIaJFFa5hyn0jp-yFN1B6cZD15naEJLlkE37Z63oizeV8k,Pockus,818,I,631,609,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,d6P0kI0uZN4vchAlQg3bH2OLjqUtQGHJM7-snpxLrAYAYsQ,Ørca,542,I,204,167,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,utdoFvyyv-uCIK7oMV4AkloLpzNO5w3FwGBqH-oSF5ELBvs,Satoshi,577,I,123,108,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,_zrmKjYQb9yVpZGl1g95YqNmyW8EUNGlhTYf_E5MCeAMFR4,RoyalRoy,566,I,314,311,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,R2u-Qwv3sf4pUVYOdFLmlBxHNHNJQSIlk7mIMYFHLpd88E0,Samanosuke,885,I,109,74,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,kijDBB0q02Qaj-RXpH5D6jpqgcX7gHn-yxN5vtS3cZNF7Wg-a4XQmUh2bw,Khazix,550,I,132,111,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,zni0xIwrPdJ_BkSN6grXHAYU_Oap6hh9e1MY1ZVWM5YAL-s,SnipaXD,700,I,383,364,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,VssJaXEnn_WcdghEEfSRmYNVjWZ_ZqmQiox6s3tCa-XVw84,Tomo09,627,I,243,231,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,dBoHWX5r23DlVhJvruJN82NePl8BmvsnW0ToHlIqDUIb9IE,MrBrobo,600,I,176,155,True,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,lhdIE58IWH4w_C5HUtSbBI315DdGlsLZNZOVwgCPoRKi1eo,Orenji Momoko,869,I,289,251,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ZQscfmpv1l9P8XqrcLEUqcDWKfGf47wWgD8yKd8BSHCy0kg,Wynncraftian,711,I,202,180,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,TGukJx57HxywEvZsyKeRzUbNj70c2rqJ2tT6cShcfi5h63rn-5yOr8yQxw,Kai'sa,699,I,675,649,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,_mbfR39e9VDm6vpjpnACxgLDtem0U02bNMEjKcOunTgwNx8,3in1,733,I,115,89,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,0JoW-i4uEG34HjgcYL8MT4UFxngSZZr1NHaNbwepNYZxbuw,sigmamale143554,855,I,114,81,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,n5EcFc045Bf-7buWeG4KjeAT_F9PhYb9c7-WpLYP4tL_YiI,JWARRIOR1,545,I,390,355,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,njjn3fh4PdXGtEyOGED9Q3APC2v2_AZSAstWkuwVN9jIjahx,Just Trust Gala8,591,I,204,188,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,1vInDAZmUVPD-0e9X9FvNibC37hL_jrqv5guyFaNIOAP3DU,Lior,770,I,92,64,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,IOO86odedmU-ZWwvbuK_UL2boWDuxUq8qtiZ9gpGCtlUFa0,metalhydra273,817,I,87,56,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,x9-oS8XxjejzzwcniG4raZtREcN9nA8G5DYGtPe3ysUeMhQ,Dwye,597,I,228,203,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,gzBcbSxjFhheGbAMfcLznAcP9cBf3xNMKZV-at2FgUAlMM5i2Cxd8CmTZw,Dixon DaIIas,551,I,274,241,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,XmPt8pzcz-h7O2GzFMG7qnkHtlkoz1wwAEj-P8I4VF-jds38,tys0n xo,558,I,109,58,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,scbqyKYSz6cJu-0dCUnens7moGfj2Onm4KOOK1UV2kMDwP4,Season of Leaves,675,I,249,224,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,Wauvs7sq3NQvRyv3yayU8v1tag_JcthpJhf0Js1fFxHTQlhK,Revolta,673,I,165,135,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,iaVGtE0YRVOHNP9Do-m4Ry4ttxdiVZJno0v4cDaDSKvWgN4,HighThunderBolt,787,I,172,145,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,xi5Z5MsisCG6WuNSIVesPvN-GeMeZgJcPQ8T7xwLUo2t_js,dog2,556,I,206,183,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,aK7IssjvFXG5U-TjHK2cd_F3LXJwzpf8HvxDz4k6xPQPJX-N,Alpaca Servant,527,I,143,124,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,bDtGJkOa3_uFw_gcQ5k8faur5aiJ2uRzJo1_KeA67txW7bQ,Vinaka1,527,I,687,653,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,sUAyvsvBtaUO9kgIkqCT2X-USXMct0WQD9y-TKvW6wuQvVU,Shìka,600,I,100,75,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,dMVA1GpxOcS4x1CPJ2Gu8zwknE3Ga1AmnRkKiEdJDF0MUmE,Licensey,614,I,133,131,False,False,False,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,kbwbfU4ekNdSWS3D4L-rYQFZEWiSAdB1Oamyjk6P1gsGvj8,ToriYonko,654,I,432,416,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,jR0MnqAUrsli19A9yubJlk-6Sk58Vlr2Q6e_FnwjeddsDQQ,Iamiuru2,593,I,184,163,True,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,QC5beXBtoi2mOT2rVxDimlyose4TG4NlO2Cv8A8_8pQOY-ds,DE0XYS,598,I,164,142,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,BlEXLQlNkmWwfCqmirFU7PVvzRnTmh6QU4p7D75a2-0DklE,Fiction,734,I,196,169,False,False,False,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,ZXwwJ0YqH0TaTffWphyVuYYOSCXjiSQQFdUQNzmxvO40uNpw9IrV0hTk3A,Love Camille0,560,I,120,85,False,False,True,True
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,j5y9MPAQ773A9C6jqH5PfX5Wuckoiqlvik3O3RBOFx9RugA,Extempted,607,I,229,206,False,False,True,False
GRANDMASTER,f238e575-fb80-33d0-9945-df054bcf9b10,RANKED_SOLO_5x5,Zilean's Enforcers,2023-12-11,xap6k7_ZKmEfEjr4pOyiinRp9ZsZj2jGFbkkk9D4P4Qq93o,Si1k,594,I,142,110,False,False,True,False
